"Room nr., Total fee, Kitchen duty, Minors, Kitchen cleaning, Wok pan/small pot, Toaster"
"20,0,1,0,0,1"
"10,1,1,2,1,1"
"50,1,0,0,0,0"
"40,0,1,0,0,1"
"30,0,0,3,0,2"
"90,4,0,0,0,0"
"20,0,1,0,0,1"
"10,0,1,0,0,0"
"0,0,0,0,0,0"
"0,0,0,0,0,0"
"40,0,1,0,2,1"
"0,0,0,0,0,0"
"120,1,1,1,0,1"
"0,0,0,0,0,0"
"20,0,1,0,0,1"
"30,0,3,0,0,0"
"0,0,0,0,0,0"
